0.45mm_10steps_500ms_1.csv,0.45mm_10steps_500ms_2.csv,0.45mm_40steps_300ms_1.csv,0.45mm_40steps_300ms_2.csv,0.45mm_480steps_300ms.csv,0.45mm_80steps_300ms.csv,single_step_40_300ms_1.csv,single_step_40_300ms_2.csv,triple_step_40_300ms_1.csv,triple_step_40_300ms_2.csv,triple_step_40_300ms_3.csv
425.992,442.777,251.741,356.721,72.672,336.407,22.825,22.99,13.945,15.311,15.311
425.991,443.109,251.58,356.72,72.671,336.405,22.824,22.99,13.945,15.311,15.311
425.991,443.443,251.46,356.72,72.671,336.403,22.824,22.99,13.945,15.311,15.311
425.99,443.787,251.393,356.719,72.67,336.402,22.824,22.99,13.945,15.311,15.311
425.99,444.129,251.36,356.719,72.67,336.401,22.824,22.99,13.945,15.311,15.311
425.99,444.462,251.327,356.719,72.669,336.4,22.824,22.99,13.945,15.311,15.311
425.989,444.8,251.305,356.718,72.669,336.398,22.824,22.99,13.945,15.312,15.312
425.989,445.143,251.297,356.718,72.668,336.397,22.824,22.99,13.945,15.311,15.311
425.989,445.478,251.278,356.718,72.668,336.396,22.824,22.99,13.945,15.311,15.311
425.988,445.81,251.261,356.718,72.667,336.394,22.824,22.99,13.944,15.312,15.312
425.989,446.148,251.255,356.718,72.667,336.392,22.824,22.99,13.944,15.311,15.311
425.989,446.48,251.243,356.718,72.667,336.39,22.824,22.99,13.944,15.312,15.312
425.989,446.805,251.229,356.718,72.666,336.389,22.824,22.99,13.944,15.312,15.312
425.989,447.138,251.219,356.718,72.665,336.387,22.824,22.99,13.944,15.312,15.312
425.989,447.473,251.212,356.718,72.665,336.386,22.824,22.99,13.944,15.312,15.312
425.989,447.799,251.202,356.717,72.664,336.384,22.825,22.99,13.944,15.312,15.312
425.988,448.131,251.191,356.717,72.664,336.382,22.825,22.989,13.944,15.312,15.312
425.988,448.47,251.186,356.717,72.664,336.38,22.825,22.989,13.944,15.311,15.311
425.986,448.799,251.179,356.717,72.663,336.379,22.824,22.989,13.944,15.312,15.312
425.986,449.125,251.17,356.717,72.663,336.378,22.824,22.989,13.944,15.312,15.312
425.985,449.456,251.162,356.716,72.662,336.377,22.824,22.989,13.944,15.312,15.312
425.985,449.782,251.156,356.716,72.662,336.375,22.823,22.989,13.944,15.312,15.312
425.985,450.097,251.148,356.716,72.662,336.373,22.822,22.989,13.944,15.312,15.312
425.985,450.417,251.14,356.716,72.661,336.372,22.821,22.989,13.944,15.312,15.312
425.983,450.733,251.134,356.716,72.66,336.37,22.82,22.989,13.944,15.312,15.312
425.984,451.037,251.127,356.715,72.66,336.369,22.82,22.989,13.944,15.312,15.312
425.984,451.349,251.12,356.714,72.66,336.367,22.82,22.989,13.945,15.312,15.312
425.984,451.669,251.114,356.715,72.659,336.365,22.82,22.989,13.945,15.312,15.312
425.984,451.988,251.108,356.715,72.658,336.364,22.82,22.989,13.944,15.312,15.312
425.983,452.308,251.103,356.715,72.658,336.363,22.82,22.988,13.945,15.312,15.312
425.983,452.64,251.097,356.715,72.658,336.362,22.819,22.988,13.944,15.311,15.311
425.984,452.97,251.091,356.715,72.657,336.361,22.818,22.988,13.944,15.312,15.312
425.984,453.292,251.086,356.714,72.657,336.359,22.817,22.988,13.944,15.311,15.311
425.984,453.62,251.081,356.715,72.657,336.358,22.815,22.988,13.944,15.311,15.311
425.983,453.951,251.075,356.715,72.656,336.357,22.813,22.988,13.944,15.311,15.311
425.983,454.275,251.07,356.714,72.656,336.356,22.812,22.988,13.944,15.311,15.311
425.983,454.599,251.065,356.714,72.655,336.355,22.81,22.988,13.944,15.311,15.311
425.983,454.927,251.06,356.714,72.655,336.354,22.81,22.988,13.944,15.311,15.311
425.982,455.248,251.055,356.714,72.655,336.352,22.81,22.988,13.944,15.311,15.311
425.982,455.565,251.05,356.714,72.654,336.35,22.81,22.988,13.944,15.311,15.311
425.981,455.89,251.046,356.714,72.653,336.349,22.81,22.988,13.944,15.311,15.311
425.981,456.217,251.041,356.714,72.653,336.347,22.809,22.988,13.944,15.311,15.311
425.981,456.538,251.037,356.713,72.653,336.346,22.808,22.988,13.945,15.311,15.311
425.981,456.866,251.033,356.713,72.652,336.344,22.807,22.988,13.952,15.311,15.311
425.981,457.2,251.028,356.713,72.652,336.343,22.806,22.988,13.964,15.311,15.311
425.98,457.523,251.024,356.712,72.651,336.341,22.804,22.988,13.975,15.311,15.311
425.98,457.845,251.02,356.711,72.651,336.34,22.802,22.988,13.99,15.311,15.311
425.98,458.173,251.016,356.713,72.651,336.339,22.8,22.988,14.005,15.311,15.311
425.98,458.495,251.011,356.741,72.65,336.337,22.799,22.988,14.019,15.311,15.311
425.98,458.807,251.007,356.82,72.65,336.336,22.799,22.988,14.033,15.311,15.311
425.979,459.122,251.003,356.934,72.649,336.335,22.799,22.988,14.048,15.311,15.311
425.979,459.433,251.0,357.088,72.649,336.331,22.799,22.988,14.055,15.311,15.311
425.979,459.732,250.996,357.301,72.648,336.293,22.798,22.988,14.058,15.311,15.311
425.979,460.04,250.992,357.551,72.648,336.212,22.797,22.988,14.061,15.311,15.311
425.979,460.355,250.988,357.843,72.648,336.103,22.796,22.987,14.062,15.311,15.311
425.979,460.668,250.984,358.188,72.647,335.94,22.795,22.988,14.062,15.311,15.311
425.978,460.982,250.981,358.55,72.647,335.724,22.794,22.987,14.063,15.311,15.311
425.977,461.309,250.977,358.908,72.646,335.479,22.792,22.987,14.064,15.311,15.311
425.977,461.632,250.974,359.284,72.646,335.185,22.79,22.987,14.064,15.311,15.311
425.978,461.949,250.97,359.667,72.646,334.835,22.788,22.987,14.064,15.311,15.311
425.977,462.273,250.967,360.04,72.645,334.478,22.788,22.987,14.065,15.311,15.311
425.977,462.599,250.964,360.431,72.645,334.122,22.787,22.988,14.067,15.311,15.311
425.976,462.918,250.96,360.83,72.645,333.73,22.787,22.988,14.065,15.311,15.311
425.976,463.238,250.958,361.223,72.644,333.356,22.787,22.988,14.065,15.311,15.311
425.976,463.563,250.955,361.629,72.644,332.995,22.787,22.988,14.068,15.311,15.311
425.976,463.86,250.952,362.038,72.643,332.611,22.788,22.987,14.067,15.311,15.311
425.975,464.115,250.948,362.44,72.643,332.236,22.788,22.987,14.065,15.311,15.311
425.974,464.352,250.946,362.854,72.642,331.907,22.788,22.986,14.067,15.311,15.311
425.974,464.542,250.943,363.271,72.642,331.606,22.787,22.985,14.067,15.313,15.313
425.974,464.685,250.94,363.7,72.642,331.333,22.787,22.984,14.065,15.325,15.325
425.975,464.795,250.937,364.119,72.641,331.129,22.786,22.983,14.066,15.336,15.336
425.975,464.868,250.934,364.545,72.641,330.959,22.785,22.983,14.068,15.35,15.35
425.975,464.889,250.931,364.951,72.64,330.822,22.785,22.983,14.066,15.367,15.367
425.975,464.897,250.928,365.358,72.64,330.734,22.784,22.983,14.066,15.383,15.383
425.975,464.91,250.925,365.773,72.639,330.695,22.784,22.983,14.068,15.397,15.397
425.975,464.904,250.922,366.177,72.639,330.661,22.784,22.983,14.067,15.414,15.414
425.975,464.9,250.919,366.577,72.639,330.637,22.784,22.982,14.066,15.429,15.429
425.974,464.904,250.917,366.965,72.638,330.631,22.785,22.981,14.067,15.434,15.434
425.975,464.902,250.914,367.349,72.638,330.62,22.785,22.98,14.068,15.438,15.438
425.974,464.895,250.912,367.67,72.638,330.607,22.785,22.978,14.066,15.441,15.441
425.974,464.897,250.909,367.97,72.637,330.6,22.785,22.977,14.067,15.442,15.442
425.974,464.896,250.907,368.228,72.637,330.596,22.785,22.975,14.068,15.441,15.441
425.974,464.892,250.905,368.426,72.636,330.585,22.785,22.973,14.066,15.443,15.443
425.974,464.89,250.903,368.587,72.636,330.576,22.784,22.973,14.067,15.444,15.444
425.973,464.891,250.9,368.696,72.636,330.571,22.784,22.973,14.067,15.444,15.444
425.973,464.886,250.898,368.75,72.635,330.565,22.783,22.973,14.067,15.443,15.443
425.973,464.884,250.896,368.764,72.635,330.555,22.783,22.972,14.067,15.445,15.445
425.973,464.882,250.893,368.789,72.634,330.55,22.783,22.972,14.067,15.448,15.448
425.972,464.881,250.891,368.8,72.634,330.546,22.783,22.971,14.067,15.445,15.445
425.972,464.878,250.889,368.802,72.633,330.54,22.783,22.97,14.067,15.446,15.446
425.972,464.877,250.887,368.808,72.633,330.533,22.783,22.969,14.067,15.449,15.449
425.971,464.875,250.885,368.807,72.633,330.531,22.783,22.967,14.067,15.447,15.447
425.971,464.873,250.883,368.809,72.632,330.526,22.783,22.965,14.067,15.446,15.446
425.971,464.873,250.881,368.809,72.617,330.522,22.783,22.964,14.067,15.448,15.448
425.971,464.872,250.879,368.813,72.56,330.517,22.783,22.962,14.067,15.448,15.448
425.97,464.87,250.877,368.817,72.481,330.513,22.783,22.962,14.067,15.445,15.445
425.97,464.869,250.874,368.816,72.395,330.508,22.783,22.962,14.067,15.447,15.447
425.97,464.867,250.872,368.817,72.289,330.504,22.782,22.962,14.067,15.449,15.449
425.97,464.866,250.869,368.82,72.177,330.5,22.782,22.961,14.067,15.446,15.446
425.97,464.865,250.868,368.819,72.078,330.495,22.782,22.96,14.067,15.447,15.447
425.97,464.864,250.865,368.819,71.968,330.49,22.782,22.959,14.067,15.449,15.449
425.969,464.863,250.864,368.82,71.865,330.486,22.781,22.958,14.067,15.448,15.448
425.969,464.862,250.862,368.822,71.813,330.483,22.781,22.957,14.067,15.446,15.446
425.969,464.861,250.86,368.82,71.786,330.479,22.781,22.955,14.067,15.448,15.448
425.969,464.859,250.858,368.82,71.756,330.475,22.781,22.953,14.067,15.448,15.448
425.969,464.859,250.856,368.821,71.75,330.471,22.781,22.952,14.067,15.446,15.446
425.968,464.858,250.854,368.822,71.754,330.468,22.781,22.951,14.067,15.447,15.447
425.968,464.857,250.852,368.821,71.742,330.465,22.781,22.95,14.067,15.448,15.448
425.968,464.856,250.85,368.821,71.737,330.462,22.781,22.95,14.067,15.446,15.446
425.968,464.854,250.848,368.821,71.745,330.458,22.781,22.95,14.067,15.446,15.446
425.968,464.853,250.846,368.821,71.743,330.454,22.781,22.95,14.067,15.447,15.447
425.968,464.852,250.843,368.82,71.736,330.45,22.781,22.951,14.067,15.447,15.447
425.967,464.851,250.841,368.821,71.738,330.448,22.781,22.951,14.067,15.446,15.446
425.967,464.85,250.84,368.821,71.738,330.445,22.781,22.951,14.067,15.447,15.447
425.967,464.849,250.839,368.82,71.733,330.442,22.781,22.95,14.067,15.447,15.447
425.967,464.848,250.837,368.821,71.73,330.438,22.781,22.95,14.067,15.446,15.446
425.968,464.847,250.835,368.821,71.733,330.434,22.781,22.949,14.067,15.447,15.447
425.967,464.847,250.834,368.821,71.729,330.432,22.78,22.948,14.067,15.447,15.447
425.967,464.845,250.832,368.821,71.726,330.429,22.78,22.948,14.067,15.446,15.446
425.966,464.844,250.831,368.822,71.728,330.426,22.78,22.947,14.067,15.447,15.447
425.966,464.843,250.829,368.821,71.729,330.423,22.78,22.947,14.067,15.447,15.447
425.965,464.842,250.827,368.82,71.727,330.42,22.78,22.947,14.067,15.447,15.447
425.965,464.842,250.825,368.82,71.727,330.417,22.78,22.947,14.067,15.446,15.446
425.965,464.841,250.823,368.819,71.728,330.414,22.78,22.947,14.067,15.447,15.447
425.965,464.841,250.821,368.819,71.726,330.412,22.78,22.947,14.067,15.447,15.447
425.965,464.84,250.82,368.818,71.726,330.409,22.78,22.947,14.067,15.447,15.447
425.965,464.839,250.818,368.818,71.727,330.406,22.78,22.947,14.067,15.447,15.447
425.966,464.839,250.817,368.818,71.725,330.404,22.78,22.947,14.067,15.447,15.447
425.966,464.838,250.815,368.818,71.723,330.401,22.78,22.947,14.067,15.447,15.447
425.966,464.837,250.813,368.818,71.723,330.399,22.78,22.947,14.067,15.447,15.447
425.966,464.836,250.812,368.818,71.722,330.396,22.78,22.946,14.067,15.447,15.447
425.967,464.835,250.81,368.819,71.72,330.394,22.78,22.946,14.067,15.447,15.447
425.967,464.834,250.809,368.819,71.72,330.39,22.78,22.945,14.067,15.446,15.446
425.968,464.833,250.808,368.819,71.72,330.388,22.78,22.945,14.067,15.447,15.447
425.967,464.833,250.806,368.819,71.719,330.386,22.78,22.945,14.067,15.446,15.446
425.967,464.832,250.804,368.818,71.718,330.383,22.78,22.945,14.067,15.446,15.446
425.967,464.831,250.802,368.818,71.718,330.381,22.78,22.945,14.067,15.447,15.447
425.966,464.831,250.801,368.818,71.718,330.378,22.78,22.945,14.067,15.446,15.446
425.966,464.83,250.8,368.818,71.718,330.376,22.78,22.945,14.067,15.447,15.447
425.966,464.83,250.799,368.817,71.718,330.373,22.78,22.945,14.067,15.447,15.447
425.966,464.829,250.798,368.817,71.717,330.371,22.78,22.945,14.067,15.447,15.447
425.965,464.828,250.796,368.817,71.716,330.369,22.779,22.945,14.068,15.446,15.446
425.965,464.828,250.795,368.816,71.716,330.366,22.779,22.945,14.068,15.446,15.446
425.966,464.827,250.793,368.816,71.715,330.364,22.779,22.945,14.067,15.447,15.447
425.965,464.826,250.792,368.815,71.714,330.362,22.779,22.945,14.067,15.446,15.446
425.966,464.825,250.79,368.815,71.713,330.36,22.779,22.944,14.067,15.446,15.446
425.965,464.826,250.788,368.815,71.712,330.358,22.779,22.944,14.067,15.447,15.447
425.965,464.824,250.786,368.815,71.712,330.355,22.779,22.944,14.067,15.446,15.446
425.964,464.823,250.785,368.815,71.711,330.353,22.779,22.944,14.067,15.447,15.447
425.964,464.823,250.784,368.815,71.711,330.351,22.779,22.944,14.067,15.447,15.447
425.963,464.822,250.783,368.815,71.71,330.349,22.779,22.944,14.067,15.447,15.447
425.963,464.822,250.782,368.814,71.71,330.347,22.779,22.944,14.067,15.447,15.447
425.962,464.821,250.774,368.814,71.709,330.345,22.779,22.944,14.067,15.447,15.447
425.961,464.821,250.732,368.813,71.709,330.343,22.779,22.944,14.067,15.447,15.447
425.961,464.82,250.648,368.812,71.709,330.341,22.779,22.944,14.067,15.447,15.447
425.962,464.819,250.535,368.812,71.708,330.34,22.779,22.944,14.067,15.447,15.447
425.961,464.819,250.378,368.811,71.708,330.338,22.779,22.944,14.067,15.447,15.447
425.961,464.818,250.168,368.81,71.707,330.336,22.779,22.944,14.067,15.447,15.447
425.962,464.817,249.926,368.81,71.706,330.334,22.779,22.943,14.067,15.447,15.447
425.961,464.817,249.64,368.81,71.706,330.332,22.779,22.943,14.067,15.447,15.447
425.962,464.817,249.31,368.81,71.706,330.33,22.779,22.943,14.067,15.447,15.447
425.962,464.816,248.973,368.81,71.705,330.328,22.778,22.943,14.067,15.447,15.447
425.962,464.814,248.642,368.81,71.704,330.326,22.778,22.943,14.067,15.447,15.447
425.962,464.814,248.296,368.81,71.704,330.324,22.778,22.943,14.067,15.447,15.447
425.962,464.813,247.949,368.81,71.704,330.323,22.778,22.943,14.067,15.446,15.446
425.962,464.814,247.611,368.811,71.703,330.32,22.778,22.943,14.067,15.447,15.447
425.962,464.813,247.264,368.811,71.703,330.318,22.778,22.943,14.067,15.446,15.446
425.962,464.813,246.913,368.811,71.702,330.316,22.778,22.943,14.067,15.446,15.446
425.962,464.811,246.563,368.811,71.702,330.314,22.778,22.943,14.067,15.446,15.446
425.962,464.811,246.219,368.811,71.701,330.312,22.778,22.943,14.067,15.446,15.446
425.962,464.811,245.872,368.811,71.701,330.31,22.778,22.943,14.067,15.446,15.446
425.962,464.811,245.519,368.81,71.7,330.308,22.779,22.942,14.067,15.446,15.446
425.962,464.81,245.174,368.81,71.699,330.307,22.779,22.942,14.067,15.446,15.446
425.962,464.809,244.834,368.809,71.699,330.305,22.779,22.942,14.068,15.446,15.446
425.962,464.809,244.486,368.808,71.698,330.304,22.779,22.942,14.067,15.446,15.446
425.961,464.808,244.142,368.807,71.698,330.302,22.778,22.942,14.067,15.446,15.446
425.961,464.807,243.809,368.807,71.698,330.301,22.778,22.942,14.067,15.446,15.446
425.961,464.806,243.465,368.806,71.697,330.299,22.777,22.942,14.067,15.446,15.446
425.96,464.806,243.111,368.806,71.697,330.298,22.777,22.942,14.067,15.446,15.446
425.96,464.806,242.767,368.806,71.697,330.296,22.776,22.942,14.067,15.446,15.446
425.959,464.805,242.418,368.806,71.696,330.294,22.775,22.942,14.067,15.446,15.446
425.959,464.803,242.057,368.806,71.696,330.292,22.774,22.942,14.067,15.446,15.446
425.959,464.803,241.705,368.806,71.696,330.291,22.774,22.942,14.067,15.446,15.446
425.959,464.803,241.387,368.807,71.695,330.289,22.775,22.942,14.067,15.446,15.446
425.959,464.802,241.102,368.807,71.694,330.287,22.775,22.942,14.067,15.446,15.446
425.958,464.801,240.846,368.807,71.694,330.286,22.774,22.942,14.067,15.446,15.446
425.953,464.801,240.646,368.807,71.693,330.284,22.774,22.942,14.067,15.446,15.446
425.91,464.8,240.485,368.807,71.693,330.282,22.773,22.942,14.067,15.446,15.446
425.83,464.8,240.357,368.807,71.692,330.281,22.772,22.941,14.067,15.446,15.446
425.72,464.801,240.279,368.807,71.692,330.279,22.77,22.941,14.067,15.446,15.446
425.567,464.801,240.246,368.806,71.691,330.277,22.769,22.941,14.067,15.446,15.446
425.374,464.799,240.219,368.807,71.691,330.276,22.767,22.941,14.067,15.446,15.446
425.149,464.799,240.193,368.807,71.691,330.274,22.766,22.941,14.067,15.446,15.446
424.879,464.799,240.184,368.806,71.69,330.273,22.765,22.941,14.067,15.446,15.446
424.573,464.798,240.169,368.806,71.689,330.271,22.765,22.941,14.067,15.446,15.446
424.265,464.797,240.151,368.805,71.689,330.27,22.765,22.941,14.067,15.446,15.446
423.952,464.797,240.14,368.805,71.689,330.268,22.765,22.941,14.067,15.446,15.446
423.624,464.796,240.131,368.805,71.688,330.267,22.764,22.941,14.067,15.446,15.446
423.296,464.796,240.116,368.804,71.687,330.265,22.763,22.941,14.067,15.446,15.446
422.965,464.796,240.104,368.803,71.687,330.264,22.763,22.941,14.073,15.446,15.446
422.625,464.795,240.096,368.802,71.687,330.262,22.761,22.941,14.086,15.446,15.446
422.282,464.795,240.088,368.802,71.686,330.26,22.76,22.941,14.097,15.446,15.446
421.94,464.794,240.076,368.802,71.686,330.258,22.758,22.941,14.113,15.446,15.446
421.599,464.794,240.068,368.802,71.685,330.257,22.756,22.941,14.129,15.446,15.446
421.259,464.794,240.062,368.802,71.685,330.256,22.755,22.941,14.144,15.446,15.446
420.917,464.793,240.053,368.802,71.684,330.254,22.754,22.941,14.158,15.446,15.446
420.579,464.792,240.044,368.803,71.684,330.253,22.754,22.941,14.175,15.446,15.446
420.243,464.792,240.037,368.803,71.684,330.252,22.754,22.941,14.186,15.446,15.446
419.903,464.792,240.03,368.802,71.683,330.25,22.753,22.941,14.188,15.446,15.446
419.569,464.791,240.021,368.803,71.683,330.249,22.753,22.941,14.192,15.446,15.446
419.241,464.791,240.014,368.803,71.682,330.247,22.752,22.94,14.193,15.446,15.446
418.903,464.789,240.007,368.802,71.682,330.245,22.751,22.94,14.193,15.446,15.446
418.562,464.789,239.999,368.802,71.682,330.244,22.749,22.94,14.193,15.446,15.446
418.227,464.789,239.993,368.801,71.681,330.242,22.748,22.94,14.195,15.446,15.446
417.884,464.789,239.986,368.801,71.681,330.241,22.746,22.94,14.195,15.446,15.446
417.533,464.788,239.981,368.801,71.68,330.24,22.745,22.94,14.195,15.446,15.446
417.191,464.788,239.975,368.801,71.68,330.239,22.744,22.94,14.195,15.446,15.446
416.853,464.788,239.969,368.801,71.68,330.238,22.743,22.941,14.198,15.446,15.446
416.505,464.787,239.964,368.8,71.679,330.237,22.743,22.941,14.197,15.446,15.446
416.166,464.787,239.958,368.799,71.679,330.235,22.743,22.941,14.196,15.446,15.446
415.836,464.787,239.952,368.798,71.678,330.234,22.743,22.941,14.198,15.446,15.446
415.5,464.787,239.947,368.798,71.678,330.233,22.744,22.94,14.198,15.446,15.446
415.166,464.786,239.942,368.797,71.678,330.232,22.744,22.94,14.196,15.446,15.446
414.842,464.786,239.937,368.797,71.677,330.213,22.743,22.939,14.198,15.446,15.446
414.51,464.786,239.931,368.797,71.677,330.15,22.743,22.938,14.199,15.447,15.447
414.167,464.785,239.927,368.796,71.676,330.053,22.743,22.937,14.197,15.457,15.457
413.827,464.786,239.922,368.797,71.676,329.917,22.742,22.936,14.197,15.47,15.47
413.483,464.787,239.918,368.797,71.676,329.726,22.741,22.936,14.199,15.482,15.482
413.128,464.785,239.913,368.798,71.675,329.493,22.741,22.936,14.198,15.501,15.501
412.773,464.784,239.908,368.797,71.675,329.219,22.74,22.936,14.197,15.518,15.518
412.426,464.784,239.904,368.797,71.674,328.895,22.74,22.936,14.199,15.534,15.534
412.074,464.783,239.9,368.796,71.674,328.537,22.74,22.936,14.199,15.55,15.55
411.718,464.783,239.895,368.796,71.673,328.181,22.74,22.936,14.198,15.568,15.568
411.37,464.782,239.891,368.796,71.673,327.818,22.74,22.935,14.199,15.575,15.575
411.023,464.781,239.886,368.807,71.672,327.443,22.741,22.934,14.199,15.578,15.578
410.67,464.78,239.882,368.862,71.672,327.077,22.741,22.932,14.198,15.582,15.582
410.323,464.781,239.878,368.959,71.672,326.709,22.741,22.931,14.198,15.583,15.583
409.983,464.781,239.874,369.095,71.671,326.336,22.741,22.929,14.199,15.582,15.582
409.634,464.781,239.87,369.279,71.671,325.978,22.741,22.927,14.198,15.583,15.583
409.282,464.78,239.867,369.506,71.67,325.673,22.74,22.926,14.198,15.586,15.586
408.937,464.78,239.863,369.767,71.67,325.397,22.74,22.926,14.199,15.586,15.586
408.585,464.779,239.859,370.084,71.669,325.158,22.74,22.926,14.198,15.584,15.584
408.227,464.779,239.856,370.44,71.669,324.97,22.739,22.926,14.198,15.586,15.586
407.877,464.778,239.852,370.791,71.669,324.829,22.739,22.926,14.199,15.59,15.59
407.531,464.777,239.849,371.154,71.668,324.725,22.739,22.925,14.199,15.588,15.588
407.178,464.776,239.845,371.529,71.668,324.67,22.739,22.924,14.198,15.587,15.587
406.832,464.775,239.842,371.9,71.667,324.651,22.739,22.923,14.199,15.591,15.591
406.494,464.775,239.838,372.281,71.667,324.629,22.739,22.921,14.199,15.59,15.59
406.151,464.774,239.835,372.678,71.667,324.616,22.739,22.92,14.198,15.587,15.587
405.809,464.775,239.832,373.061,71.666,324.611,22.739,22.918,14.199,15.589,15.589
405.476,464.775,239.829,373.448,71.666,324.604,22.739,22.917,14.199,15.591,15.591
405.136,464.775,239.826,373.85,71.665,324.594,22.739,22.916,14.199,15.587,15.587
404.782,464.774,239.823,374.239,71.643,324.592,22.739,22.916,14.199,15.587,15.587
404.432,464.774,239.82,374.631,71.579,324.586,22.738,22.916,14.199,15.59,15.59
404.077,464.774,239.817,375.033,71.5,324.578,22.738,22.916,14.199,15.588,15.588
403.71,464.773,239.814,375.424,71.412,324.572,22.738,22.915,14.198,15.587,15.587
403.344,464.774,239.811,375.809,71.305,324.568,22.738,22.914,14.199,15.59,15.59
402.985,464.773,239.809,376.206,71.198,324.562,22.738,22.913,14.199,15.59,15.59
402.619,464.773,239.806,376.597,71.1,324.555,22.738,22.912,14.199,15.588,15.588
402.25,464.773,239.802,376.977,70.993,324.552,22.738,22.91,14.199,15.589,15.589
401.891,464.773,239.8,377.368,70.901,324.547,22.738,22.909,14.198,15.59,15.59
401.533,464.773,239.797,377.758,70.859,324.542,22.738,22.907,14.199,15.588,15.588
401.167,464.773,239.794,378.131,70.834,324.538,22.738,22.906,14.199,15.587,15.587
400.813,464.772,239.792,378.509,70.81,324.535,22.738,22.905,14.199,15.589,15.589
400.464,464.772,239.789,378.888,70.81,324.53,22.738,22.905,14.199,15.588,15.588
400.106,464.771,239.786,379.221,70.812,324.525,22.737,22.905,14.199,15.587,15.587
399.748,464.771,239.784,379.51,70.801,324.521,22.737,22.905,14.199,15.588,15.588
399.398,464.77,239.781,379.777,70.799,324.517,22.737,22.905,14.199,15.589,15.589
399.037,464.77,239.779,379.981,70.807,324.513,22.737,22.905,14.199,15.588,15.588
398.669,464.77,239.776,380.137,70.804,324.509,22.737,22.905,14.199,15.588,15.588
398.314,464.769,239.773,380.258,70.798,324.504,22.737,22.905,14.199,15.589,15.589
397.958,464.77,239.771,380.337,70.801,324.499,22.737,22.905,14.199,15.588,15.588
397.594,464.769,239.768,380.364,70.8,324.495,22.736,22.904,14.199,15.588,15.588
397.238,464.769,239.766,380.387,70.795,324.491,22.736,22.903,14.199,15.589,15.589
396.89,464.769,239.763,380.408,70.794,324.488,22.736,22.903,14.199,15.588,15.588
396.533,464.769,239.761,380.408,70.796,324.484,22.736,22.902,14.199,15.588,15.588
396.18,464.768,239.759,380.412,70.792,324.48,22.736,22.902,14.199,15.588,15.588
395.837,464.768,239.756,380.42,70.79,324.477,22.736,22.902,14.198,15.588,15.588
395.482,464.768,239.755,380.423,70.791,324.474,22.736,22.902,14.199,15.587,15.587
395.116,464.768,239.753,380.422,70.792,324.471,22.736,22.902,14.199,15.588,15.588
394.753,464.767,239.751,380.426,70.789,324.468,22.736,22.902,14.199,15.588,15.588
394.384,464.767,239.749,380.429,70.791,324.465,22.736,22.902,14.199,15.588,15.588
394.001,464.766,239.747,380.429,70.791,324.461,22.736,22.902,14.199,15.588,15.588
393.621,464.765,239.744,380.43,70.789,324.458,22.736,22.902,14.199,15.588,15.588
393.246,464.765,239.742,380.475,70.789,324.454,22.736,22.902,14.199,15.588,15.588
392.862,464.765,239.74,380.477,70.79,324.451,22.736,22.902,14.199,15.588,15.588
392.477,464.765,239.738,380.478,70.788,324.447,22.736,22.901,14.199,15.588,15.588
392.103,464.763,239.735,380.483,70.786,324.444,22.736,22.901,14.198,15.588,15.588
391.727,464.763,239.734,380.495,70.786,324.441,22.736,22.901,14.199,15.587,15.587
391.346,464.762,239.732,380.507,70.785,324.438,22.736,22.9,14.199,15.588,15.588
390.978,464.762,239.73,380.542,70.783,324.435,22.736,22.9,14.199,15.588,15.588
390.612,464.762,239.728,380.541,70.784,324.432,22.736,22.9,14.199,15.587,15.587
390.237,464.763,239.726,380.51,70.783,324.429,22.736,22.9,14.199,15.588,15.588
389.863,464.762,239.724,380.517,70.782,324.425,22.736,22.9,14.199,15.588,15.588
389.494,464.762,239.722,380.54,70.782,324.422,22.735,22.9,14.198,15.588,15.588
389.113,464.762,239.72,380.538,70.782,324.42,22.735,22.9,14.199,15.588,15.588
388.726,464.762,239.718,380.529,70.782,324.417,22.735,22.9,14.198,15.588,15.588
388.351,464.762,239.716,380.539,70.781,324.414,22.735,22.9,14.198,15.588,15.588
387.973,464.762,239.715,380.507,70.782,324.411,22.735,22.9,14.199,15.588,15.588
387.587,464.762,239.713,380.509,70.78,324.409,22.735,22.9,14.198,15.588,15.588
387.212,464.761,239.711,380.5,70.78,324.407,22.735,22.899,14.198,15.588,15.588
386.842,464.762,239.71,380.491,70.779,324.404,22.735,22.899,14.198,15.588,15.588
386.465,464.761,239.708,380.476,70.779,324.402,22.735,22.899,14.198,15.588,15.588
386.091,464.761,239.707,380.503,70.778,324.399,22.735,22.899,14.199,15.588,15.588
385.726,464.76,239.704,380.503,70.777,324.396,22.735,22.899,14.199,15.588,15.588
385.349,464.759,239.702,380.48,70.777,324.394,22.735,22.899,14.199,15.588,15.588
384.963,464.759,239.7,380.477,70.776,324.39,22.735,22.899,14.198,15.588,15.588
384.587,464.759,239.698,380.476,70.776,324.388,22.735,22.899,14.198,15.588,15.588
384.24,464.758,239.696,380.474,70.776,324.385,22.735,22.899,14.199,15.588,15.588
383.919,464.757,239.694,380.472,70.775,324.382,22.735,22.899,14.198,15.588,15.588
383.638,464.757,239.692,380.462,70.775,324.38,22.735,22.899,14.199,15.588,15.588
383.409,464.757,239.69,380.432,70.774,324.378,22.735,22.899,14.199,15.588,15.588
383.217,464.757,239.689,380.43,70.774,324.376,22.735,22.899,14.199,15.588,15.588
